"","Movie ID","Action","Adventure","Animation","Children","Comedy","Crime","Documentary","Drama","Fantasy","Film-Noir","Horror","IMAX","Musical","Mystery","Romance","Sci-Fi","Thriller","War","Western","(no genres listed)"
"25",25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"26",26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"27",27,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28",28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"29",29,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
"30",30,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"31",31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"32",32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
"33",34,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"34",35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"35",36,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"36",37,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"37",38,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38",39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"39",40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"40",41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"41",42,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"42",43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"43",44,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"44",45,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"45",46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"46",47,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"47",48,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
"48",49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"49",50,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"50",52,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"51",53,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"52",54,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53",55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"54",57,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"55",58,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"56",59,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"57",60,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"58",61,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"59",62,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"60",63,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61",64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"62",65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63",66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"64",68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"65",69,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66",70,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"67",71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68",72,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"69",73,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"70",74,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"71",76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"72",77,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"73",78,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"74",79,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"75",80,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"76",81,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"77",82,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"78",83,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"79",84,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"80",85,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"81",86,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"82",87,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83",88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84",89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"85",92,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"86",93,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"87",94,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"88",95,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"89",96,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"90",97,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"91",98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"92",99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"93",100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"94",101,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"95",102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96",103,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
"97",104,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98",105,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"99",107,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"100",108,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"101",110,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"102",111,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"103",112,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104",113,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"105",114,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"106",116,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"107",117,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"108",118,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"109",119,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110",121,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"111",122,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"112",123,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
"113",124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"114",125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115",126,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"116",129,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"117",130,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"118",131,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"119",132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"120",135,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121",137,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"122",140,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"123",141,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124",144,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125",145,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"126",146,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"127",147,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"128",148,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"129",149,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"130",150,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"131",151,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"132",152,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"133",153,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134",154,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"135",155,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"136",156,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"137",157,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"138",158,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139",159,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"140",160,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"141",161,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
"142",162,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"143",163,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"144",164,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"145",165,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"146",166,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"147",167,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"148",168,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"149",169,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"150",170,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"151",171,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"152",172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"153",173,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"154",174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"155",175,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"156",176,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"157",177,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"158",178,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"159",179,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"160",180,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"161",181,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"162",183,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"163",184,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"164",185,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"165",186,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"166",187,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"167",188,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"168",189,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"169",190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"170",191,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"171",193,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"172",194,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"173",195,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"174",196,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"175",198,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0
"176",199,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
"177",200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"178",201,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"179",202,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"180",203,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"181",204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"182",205,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"183",206,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"184",207,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"185",208,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"186",209,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"187",211,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"188",213,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"189",214,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"190",215,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"191",216,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"192",217,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"193",218,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"194",219,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"195",220,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"196",222,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"197",223,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"198",224,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"199",225,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"200",227,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"201",228,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"202",229,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"203",230,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"204",231,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"205",232,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"206",233,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"207",234,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"208",235,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"209",236,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"210",237,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"211",238,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"212",239,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"213",240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"214",241,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"215",242,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"216",243,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"217",244,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"218",245,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"219",246,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"220",247,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"221",248,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"222",249,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"223",250,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"224",251,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"225",252,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"226",253,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"227",254,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"228",255,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"229",256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"230",257,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"231",258,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"232",259,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"233",260,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"234",261,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"235",262,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"236",263,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"237",264,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"238",265,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"239",266,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"240",267,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"241",268,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"242",269,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"243",270,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"244",271,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"245",272,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"246",273,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
"247",274,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"248",275,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"249",276,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"250",277,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"251",278,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"252",279,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"253",280,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"254",281,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"255",282,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"256",283,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"257",285,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"258",287,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"259",288,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"260",289,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"261",290,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"262",291,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"263",292,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"264",293,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"265",294,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"266",295,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"267",296,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"268",299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"269",300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"270",301,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"271",302,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"272",303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"273",304,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"274",305,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"275",306,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"276",307,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"277",308,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"278",309,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"279",312,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"280",313,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"281",314,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
"282",315,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"283",316,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"284",317,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"285",318,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"286",319,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"287",320,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"288",321,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"289",322,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"290",324,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"291",325,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"292",326,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"293",327,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"294",328,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"295",329,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"296",330,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"297",331,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"298",332,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"299",333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300",334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"301",335,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"302",336,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"303",337,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"304",338,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"305",339,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"306",340,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
